sq_mt_built,n_rooms,n_bathrooms,floor,house_type_id,is_renewal_needed,built_year,has_lift,is_exterior,has_parking,raw_address,buy_price,energy_certificate,age
63,3,1,1,HouseType 1: Pisos,0,1969,1,1,0,Calle Cebreros,140000,en trámite,55
75,3,1,0,HouseType 1: Pisos,0,0,1,0,0,Calle de la Maestra Justa Freire,169990,en trámite,0
100,4,2,8,HouseType 1: Pisos,0,1972,1,1,1,Calle de Seseña,299000,E,52
60,2,1,4,HouseType 1: Pisos,0,0,0,0,0,Calle de Fray José Cerdeiriña,129990,no indicado,0
65,3,1,3,HouseType 1: Pisos,0,1963,0,1,0,"Calle Prado Alegre, 6",150000,no indicado,61
107,3,2,6,HouseType 1: Pisos,0,1970,1,1,0,Avenida de Portugal,459000,D,54
87,3,2,1,HouseType 2: Casa o chalet,1,1960,0,0,0,Calle de Gallur,189000,en trámite,64
87,3,1,5,HouseType 1: Pisos,0,0,1,1,0,"Calle de Rueza, 36",275000,F,0
95,3,2,3,HouseType 1: Pisos,1,1978,1,1,0,"HOYOS DE PINARES, 1",240000,en trámite,46
150,4,2,1,HouseType 1: Pisos,0,0,1,1,1,Avenida de Manzanares,369000,en trámite,0
57,1,1,0,HouseType 1: Pisos,0,1967,1,1,0,Paseo Ermita del Santo,159000,B,57
79,3,1,3,HouseType 1: Pisos,0,0,1,1,0,"Paseo de Extremadura, 117",235000,en trámite,0
79,4,1,2,HouseType 1: Pisos,0,0,0,0,0,Calle de Ocaña,179990,en trámite,0
135,3,2,2,HouseType 5: Áticos,0,1998,0,1,0,Calle Abejuela,280000,en trámite,26
194,4,2,0,HouseType 1: Pisos,0,0,1,1,0,Calle de Ocaña,420000,E,0
80,3,1,2,HouseType 1: Pisos,0,0,1,1,0,Mariano Carderera,199000,en trámite,0
80,2,2,1,HouseType 1: Pisos,0,2006,1,1,0,Calle almazan,265000,D,18
82,3,1,2,HouseType 1: Pisos,0,1959,1,1,0,Avenida del Manzanares,269000,E,65
140,4,2,1,HouseType 1: Pisos,0,1969,1,1,0,Avenida del Manzanares,440000,en trámite,55
87,2,1,1,HouseType 1: Pisos,0,0,0,1,0,Calle de la Grandeza Española,179000,F,0
55,2,1,2,HouseType 1: Pisos,1,0,0,1,0,Paseo Perales,94000,F,0
60,2,1,0,HouseType 1: Pisos,1,1975,1,1,0,"Calle Serradilla, 18",122000,en trámite,49
63,2,1,0,HouseType 1: Pisos,0,0,0,1,0,Calle de Ocaña,134000,E,0
86,3,1,5,HouseType 1: Pisos,0,1967,0,1,0,Calle de Ocaña,129000,en trámite,57
78,4,1,4,HouseType 1: Pisos,0,1968,0,0,0,Calle de Camarena,155000,D,56
83,3,1,2,HouseType 1: Pisos,0,0,1,1,0,Calle los Yébenes,239900,en trámite,0
75,2,1,1,HouseType 1: Pisos,0,0,1,1,0,San Galo,238000,en trámite,0
52,2,1,1,HouseType 1: Pisos,0,1959,1,1,0,"Calle del Ansar, 47",129000,E,65
97,3,1,1,HouseType 1: Pisos,0,1966,1,1,0,"Paseo de Extremadura, 300",188000,D,58
64,2,1,1,HouseType 1: Pisos,0,2017,1,0,0,"Calle de Herminio Puertas, 64",220000,B,7
65,2,1,2,HouseType 1: Pisos,0,1965,0,1,0,Calle los Yébenes,130000,en trámite,59
102,3,2,3,HouseType 1: Pisos,0,1980,1,1,0,Calle de Cebreros,265000,D,44
66,2,1,8,HouseType 1: Pisos,0,1970,1,1,0,no descrito,207000,D,54
70,3,1,1,HouseType 1: Pisos,0,1970,0,1,0,Urb. Colonias Sagrada Familia,156000,en trámite,54
55,3,1,1,HouseType 1: Pisos,0,0,0,1,0,Calle Mariano Carderera,169000,E,0
77,3,1,5,HouseType 1: Pisos,1,0,1,1,0,"Calle de Rueza, 38",215000,E,0
300,5,4,1,HouseType 2: Casa o chalet,0,0,0,0,0,no descrito,1450000,en trámite,0
443,4,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1680000,A,0
99,2,2,0,HouseType 1: Pisos,0,0,1,1,1,no descrito,545000,en trámite,0
602,6,3,1,HouseType 4: Dúplex,1,0,0,1,1,no descrito,1296000,en trámite,0
840,8,8,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. Puerta de Hierro,3300000,en trámite,0
274,5,3,1,HouseType 1: Pisos,1,1980,1,1,1,no descrito,1150000,en trámite,44
166,3,2,3,HouseType 5: Áticos,0,2006,1,1,1,no descrito,679000,E,18
413,6,4,1,HouseType 2: Casa o chalet,0,1997,0,0,1,Urb. Puerta de Hierro,1199000,en trámite,27
204,3,3,1,HouseType 1: Pisos,0,2018,1,0,1,no descrito,945000,en trámite,6
177,3,3,1,HouseType 1: Pisos,0,2018,1,0,1,no descrito,857000,en trámite,6
300,4,3,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,890000,en trámite,0
844,6,7,1,HouseType 2: Casa o chalet,0,2010,0,0,1,no descrito,2750000,no indicado,14
300,5,5,4,HouseType 5: Áticos,0,0,1,1,1,Avenida de Valdemarín,1300000,no indicado,0
365,3,4,1,HouseType 2: Casa o chalet,0,2019,0,0,1,Calle de Valcotos s/n,1300000,E,5
155,4,4,1,HouseType 1: Pisos,0,0,1,1,1,Avenida de Valdemarín,930000,no indicado,0
200,5,4,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,990000,no indicado,0
743,5,7,1,HouseType 2: Casa o chalet,0,2010,0,0,1,evangelina sobrero galanes,2172000,E,14
312,6,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1145000,no indicado,0
185,4,4,1,HouseType 1: Pisos,0,0,1,1,1,no descrito,880000,no indicado,0
583,5,7,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1650000,no indicado,0
200,5,4,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,975000,no indicado,0
95,2,2,2,HouseType 5: Áticos,0,1997,1,1,1,no descrito,439000,E,27
500,6,8,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1400000,no indicado,0
720,8,7,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,2250000,no indicado,0
160,4,3,0,HouseType 1: Pisos,0,1960,1,1,0,Calle JUAN ALVAREZ MENDIZABAL,445000,D,64
500,7,4,1,HouseType 2: Casa o chalet,0,0,0,0,1,Avenida de miraflores,1700000,en trámite,0
177,3,2,1,HouseType 1: Pisos,0,0,1,0,1,no descrito,857000,D,0
204,3,2,1,HouseType 1: Pisos,0,0,1,0,1,no descrito,945000,D,0
635,6,8,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. La Florida,1900000,no indicado,0
362,5,4,2,HouseType 4: Dúplex,0,0,1,1,1,no descrito,1190000,E,0
300,5,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1470000,no indicado,0
410,6,4,1,HouseType 2: Casa o chalet,0,1997,0,0,0,no descrito,850000,B,27
205,3,4,4,HouseType 1: Pisos,0,1950,1,1,0,no descrito,1200000,en trámite,74
240,4,4,2,HouseType 5: Áticos,0,2011,1,1,1,no descrito,1200000,B,13
182,4,2,3,HouseType 1: Pisos,0,1980,1,1,1,Avenida de Valladolid,852000,D,44
85,4,2,2,HouseType 1: Pisos,0,1950,1,0,0,Calle martin de los heros,418000,D,74
207,6,4,0,HouseType 1: Pisos,0,2014,1,1,1,no descrito,965000,en trámite,10
200,3,3,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,1350000,D,0
166,4,3,2,HouseType 1: Pisos,1,1971,1,1,1,no descrito,635000,en trámite,53
182,3,3,2,HouseType 5: Áticos,0,2008,1,1,1,no descrito,890000,E,16
90,2,1,-1,HouseType 1: Pisos,1,1947,1,0,0,"JUAN ALVAREZ MENDIZABAL, 15",290000,E,77
509,7,4,4,HouseType 1: Pisos,0,0,1,1,1,Calle de la Princesa,1975000,en trámite,0
150,3,3,0,HouseType 1: Pisos,0,0,1,1,1,no descrito,890000,en trámite,0
433,5,5,5,HouseType 1: Pisos,0,1971,1,1,1,no descrito,1200000,en trámite,53
225,5,4,2,HouseType 1: Pisos,0,0,1,1,0,no descrito,960000,E,0
359,6,4,1,HouseType 2: Casa o chalet,0,2003,0,0,1,no descrito,1390000,en trámite,21
600,6,5,1,HouseType 2: Casa o chalet,0,0,0,0,0,Calle del alfar,2100000,en trámite,0
900,5,6,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,2500000,no indicado,0
99,2,2,0,HouseType 1: Pisos,0,2006,1,1,1,Calle de Cabellera de Berenice,545000,E,18
700,6,7,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1680000,no indicado,0
166,4,3,2,HouseType 1: Pisos,1,1971,1,1,1,no descrito,635000,en trámite,53
100,3,1,1,HouseType 1: Pisos,1,0,1,1,0,no descrito,500000,en trámite,0
302,5,5,1,HouseType 2: Casa o chalet,1,1984,0,0,1,Calle Sainz de la Calleja,795000,en trámite,40
448,5,5,1,HouseType 2: Casa o chalet,0,1988,0,0,1,"Avenida de la Osa Mayor, Madrid",1080000,en trámite,36
153,2,3,0,HouseType 1: Pisos,0,2006,1,1,1,no descrito,570000,D,18
643,6,8,1,HouseType 2: Casa o chalet,0,2004,0,0,1,no descrito,1900000,E,20
310,5,4,0,HouseType 4: Dúplex,0,1986,1,1,1,no descrito,1340000,en trámite,38
604,5,7,3,HouseType 1: Pisos,0,1960,1,1,1,no descrito,2250000,en trámite,64
90,2,1,6,HouseType 1: Pisos,1,0,1,0,0,no descrito,350000,en trámite,0
300,5,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,Peguerinos,1780000,en trámite,0
350,6,6,1,HouseType 2: Casa o chalet,0,2003,0,0,1,Calle de la fuente del rey,1390000,E,21
360,5,5,1,HouseType 2: Casa o chalet,0,1968,0,0,1,Paseo Rinconada,1590000,E,56
280,8,4,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,960000,en trámite,0
918,6,6,1,HouseType 2: Casa o chalet,1,1988,0,0,1,Urb. LA FLORIDA,2000000,en trámite,36
220,5,5,1,HouseType 1: Pisos,0,2006,1,1,1,no descrito,750000,en trámite,18
800,4,4,1,HouseType 2: Casa o chalet,1,1972,0,0,1,no descrito,1350000,en trámite,52
835,8,8,1,HouseType 2: Casa o chalet,0,1990,0,0,1,no descrito,2490000,en trámite,34
585,6,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1700000,en trámite,0
750,6,8,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,4000000,en trámite,0
740,5,4,1,HouseType 2: Casa o chalet,0,0,0,0,0,no descrito,2550000,en trámite,0
900,8,6,1,HouseType 2: Casa o chalet,1,0,0,0,1,Urb. LA FLORIDA,1750000,en trámite,0
159,4,3,1,HouseType 1: Pisos,0,2002,1,1,1,"Avenida de Valdemarín, 146",850000,no indicado,22
255,5,3,1,HouseType 2: Casa o chalet,1,1974,0,0,0,no descrito,875000,en trámite,50
226,3,3,2,HouseType 5: Áticos,0,2009,1,1,1,no descrito,890000,en trámite,15
202,5,2,2,HouseType 1: Pisos,1,1930,1,1,1,Calle MARQUES DE URQUIJO,890000,D,94
855,5,8,1,HouseType 2: Casa o chalet,0,0,0,0,0,Calle Horche,2404800,en trámite,0
128,3,2,6,HouseType 1: Pisos,0,1941,1,1,0,Ferraz,685000,E,83
163,4,2,3,HouseType 1: Pisos,1,1971,1,1,0,Calle del Conde de la Cimera,633000,no indicado,53
206,3,3,2,HouseType 1: Pisos,0,1999,1,1,1,no descrito,753000,E,25
443,4,5,1,HouseType 2: Casa o chalet,0,2003,0,0,1,no descrito,1680000,E,21
357,5,5,4,HouseType 4: Dúplex,0,1993,1,1,1,Urb. VALDEMARÍN,1300000,en trámite,31
400,5,6,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1350000,no indicado,0
422,5,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1680000,en trámite,0
264,5,2,3,HouseType 1: Pisos,0,1943,1,1,1,no descrito,1650000,en trámite,81
700,6,5,1,HouseType 2: Casa o chalet,1,1986,0,0,1,no descrito,1680000,en trámite,38
835,7,7,1,HouseType 2: Casa o chalet,0,0,0,0,0,no descrito,2490000,en trámite,0
319,4,6,2,HouseType 4: Dúplex,0,0,1,1,0,Urb. ARAVACA,1370000,en trámite,0
32,1,1,0,HouseType 1: Pisos,0,1971,1,1,0,no descrito,169000,en trámite,53
236,4,3,3,HouseType 5: Áticos,0,2004,1,1,1,no descrito,870000,D,20
270,3,5,1,HouseType 2: Casa o chalet,0,2020,0,0,1,Urb. VALDEMARÍN,1450000,en trámite,4
158,3,2,4,HouseType 1: Pisos,0,0,1,1,0,no descrito,650000,en trámite,0
215,4,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,799000,en trámite,0
370,4,5,1,HouseType 2: Casa o chalet,0,2003,0,0,1,no descrito,1680000,B,21
660,6,6,1,HouseType 2: Casa o chalet,0,2004,0,0,1,no descrito,1900000,no indicado,20
900,8,7,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1750000,no indicado,0
350,6,5,1,HouseType 2: Casa o chalet,0,2001,0,0,1,Calle Valle de Arán,1290000,en trámite,23
300,4,4,1,HouseType 2: Casa o chalet,0,2001,0,0,1,no descrito,998000,no indicado,23
125,2,2,1,HouseType 1: Pisos,0,1970,1,1,0,"Calle San Martín de Porres, Madrid",550000,no indicado,54
990,7,7,1,HouseType 2: Casa o chalet,1,0,0,0,1,Urb. La Florida,1750000,E,0
214,3,3,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,1100000,en trámite,0
160,3,3,4,HouseType 1: Pisos,0,1990,1,1,0,no descrito,650000,D,34
360,5,4,3,HouseType 1: Pisos,0,2005,1,1,1,no descrito,1150000,no indicado,19
214,3,2,0,HouseType 1: Pisos,0,0,1,1,1,no descrito,1275000,no indicado,0
825,7,6,1,HouseType 2: Casa o chalet,0,0,0,0,1,GUECHO,2550000,A,0
106,2,1,3,HouseType 1: Pisos,1,0,1,1,0,DOCTOR JUAN JOSE LOPEZ IBOR,430000,en trámite,0
51,1,1,2,HouseType 1: Pisos,0,2010,1,1,0,Calle de la Princesa,450000,en trámite,14
74,3,1,7,HouseType 1: Pisos,0,1968,1,1,0,Calle de San Gerardo,290000,en trámite,56
370,5,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1090000,no indicado,0
82,2,1,4,HouseType 1: Pisos,0,1995,1,0,1,Calle Valdeverdeja,448000,en trámite,29
219,4,3,1,HouseType 1: Pisos,0,1952,1,1,0,no descrito,950000,E,72
245,5,3,1,HouseType 2: Casa o chalet,1,1982,0,0,1,no descrito,1575000,E,42
111,3,2,2,HouseType 1: Pisos,0,1950,1,1,0,no descrito,630000,E,74
224,3,3,1,HouseType 2: Casa o chalet,0,0,0,0,0,no descrito,1000000,E,0
335,5,4,1,HouseType 2: Casa o chalet,0,2004,0,0,1,no descrito,950000,E,20
362,5,3,1,HouseType 2: Casa o chalet,1,1950,0,0,1,no descrito,1225000,E,74
175,3,3,1,HouseType 5: Áticos,0,0,1,1,1,"Calle Ferraz, 41",2279700,no indicado,0
151,4,2,6,HouseType 1: Pisos,1,1940,1,1,0,no descrito,755000,E,84
246,3,5,1,HouseType 2: Casa o chalet,0,1980,0,0,0,no descrito,775000,E,44
640,9,9,1,HouseType 2: Casa o chalet,0,2003,0,0,1,no descrito,2500000,E,21
155,4,4,1,HouseType 1: Pisos,0,0,1,1,1,no descrito,955000,no indicado,0
232,3,4,3,HouseType 5: Áticos,0,2001,1,1,1,no descrito,975000,E,23
405,3,3,1,HouseType 2: Casa o chalet,0,2016,0,0,1,no descrito,1650000,C,8
239,2,2,1,HouseType 5: Áticos,0,0,1,1,1,"Calle Ferraz, 41",1879700,no indicado,0
606,6,5,1,HouseType 2: Casa o chalet,0,1985,0,0,1,no descrito,1500000,E,39
218,2,2,0,HouseType 1: Pisos,0,0,1,1,1,"Calle Ferraz, 41",1019900,no indicado,0
278,6,3,1,HouseType 1: Pisos,1,1943,1,1,0,Calle Ferraz,990000,no indicado,81
116,3,2,6,HouseType 5: Áticos,1,1930,1,1,0,Calle de Juan Álvarez Mendizábal,575000,E,94
406,3,3,1,HouseType 2: Casa o chalet,0,2016,0,0,1,Avenida de Valdemarín,1400000,B,8
116,3,2,6,HouseType 5: Áticos,1,0,1,1,0,Calle de Juan Álvarez Mendizábal,575000,G,0
66,2,1,1,HouseType 1: Pisos,1,0,0,1,0,Calle Felipe Moratilla,225000,no indicado,0
80,1,1,1,HouseType 1: Pisos,1,0,1,1,0,Calle de la Princesa,530000,no indicado,0
234,3,3,0,HouseType 1: Pisos,0,2000,1,1,1,Valdemarin,890000,E,24
268,5,4,0,HouseType 1: Pisos,0,0,1,1,1,no descrito,1490000,no indicado,0
664,8,7,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. diplomaticos,2200000,no indicado,0
139,5,2,5,HouseType 1: Pisos,1,1940,1,0,0,Calle de Ferraz,622000,no indicado,84
218,4,4,4,HouseType 1: Pisos,0,1981,1,1,0,Calle de la Princesa,1400000,no indicado,43
224,5,3,1,HouseType 2: Casa o chalet,0,1960,0,0,1,"Colonia Santa María, Madrid",870000,en trámite,64
980,5,6,1,HouseType 2: Casa o chalet,0,2007,0,0,1,Urb. La Florida,2500000,en trámite,17
246,3,2,3,HouseType 4: Dúplex,0,0,1,1,0,"Calle Peñalara de Aravaca, 5",775000,no indicado,0
280,4,6,1,HouseType 1: Pisos,0,0,1,1,1,Calle de la Princesa,1560000,en trámite,0
242,4,3,1,HouseType 1: Pisos,0,1995,1,1,1,"Calle vinas de el pardo, 2",810000,B,29
224,5,4,1,HouseType 1: Pisos,0,1990,1,1,1,Fuente del Peral,1195000,en trámite,34
78,1,1,4,HouseType 1: Pisos,0,1950,1,1,0,Calle del Tutor,439000,en trámite,74
340,4,4,1,HouseType 2: Casa o chalet,0,0,0,0,0,RAFAEL VILLA,700000,en trámite,0
208,4,2,3,HouseType 1: Pisos,1,1960,1,1,0,Calle del Marqués de Urquijo,930000,E,64
70,2,2,4,HouseType 1: Pisos,0,1930,1,0,0,Avenida de la Reina Victoria,390000,E,94
215,4,3,1,HouseType 1: Pisos,0,1947,1,1,0,Calle Luisa Fernanda,799000,no indicado,77
256,5,4,7,HouseType 1: Pisos,0,1981,1,1,0,"Calle de la Princesa, Madrid",1350000,en trámite,43
96,2,2,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,410000,en trámite,0
262,5,3,2,HouseType 1: Pisos,0,1973,1,1,1,no descrito,960000,en trámite,51
242,4,4,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,990000,en trámite,0
560,5,6,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. Aravaca,1750000,E,0
350,6,6,1,HouseType 2: Casa o chalet,0,2003,0,0,1,no descrito,1390000,en trámite,21
500,4,3,4,HouseType 1: Pisos,0,0,1,1,0,no descrito,2300000,en trámite,0
305,5,4,1,HouseType 1: Pisos,0,1975,1,1,1,Paseo Rinconada,1350000,en trámite,49
600,6,3,1,HouseType 2: Casa o chalet,0,0,0,0,1,Calle Sirrach,1500000,en trámite,0
750,5,6,1,HouseType 2: Casa o chalet,0,2005,0,0,1,no descrito,2500000,C,19
118,3,3,1,HouseType 1: Pisos,1,0,1,1,1,Calle de San Gerardo,370000,E,0
208,3,3,2,HouseType 4: Dúplex,0,2008,1,1,1,Calle Araiz,890000,D,16
400,4,3,1,HouseType 4: Dúplex,0,1945,0,1,0,"Calle Vascos, 24",904800,en trámite,79
268,5,4,0,HouseType 1: Pisos,0,1998,1,1,1,no descrito,1490000,en trámite,26
143,3,2,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Peñalara de Aravaca, 5",630000,no indicado,0
160,4,2,4,HouseType 1: Pisos,1,1950,1,1,0,Urb. Argüelles Everyprop.com,650000,C,74
204,3,3,0,HouseType 1: Pisos,0,0,1,1,1,"Calle Doctor Balmis, 1",1700000,no indicado,0
280,3,3,1,HouseType 5: Áticos,0,0,1,1,1,"Calle Doctor Balmis, 1",1550000,no indicado,0
217,3,3,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Doctor Balmis, 1",1350000,no indicado,0
100,3,2,2,HouseType 1: Pisos,0,0,0,1,0,Paseo del Comandante Fortea,265000,E,0
75,3,1,1,HouseType 1: Pisos,0,0,1,1,0,Calle de Aguilar de Campóo,204000,F,0
100,2,2,0,HouseType 1: Pisos,0,2006,1,1,1,"Calle de Cabellera de Berenice, 67",545000,C,18
400,6,5,1,HouseType 2: Casa o chalet,0,1987,0,0,1,"Calle Segundo Anca, 9",899000,no indicado,37
442,6,5,1,HouseType 2: Casa o chalet,0,2000,0,0,1,"Calle Brújula, 40",1150000,D,24
86,2,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle de Francos Rodríguez, 94",290000,D,0
184,4,3,9,HouseType 1: Pisos,1,0,1,1,1,Calle Santiago Rusiñol,735000,en trámite,0
133,3,2,3,HouseType 1: Pisos,0,1986,1,1,1,Avenida de europa,640000,en trámite,38
102,3,1,-1,HouseType 1: Pisos,1,1920,1,1,0,Calle de Estanislao Figueras,270000,en trámite,104
270,3,4,1,HouseType 2: Casa o chalet,0,2019,0,0,1,Camino Lavadero,1350000,C,5
184,6,4,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. ROSA LUXEMBURGO,585000,D,0
204,3,3,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,580000,D,0
306,5,5,1,HouseType 2: Casa o chalet,0,2002,0,0,0,Urb. Aravaca Everyprop.com,998000,C,22
129,3,1,6,HouseType 5: Áticos,1,0,1,1,0,no descrito,630000,en trámite,0
675,6,6,1,HouseType 2: Casa o chalet,0,2001,0,0,1,Urb. Puerta de Hierro Everyprop.com,3950000,C,23
918,6,6,1,HouseType 2: Casa o chalet,0,1988,0,0,1,Urb. El Plantío Everyprop.com,2000000,C,36
277,5,5,0,HouseType 1: Pisos,0,1971,1,1,0,no descrito,1350000,en trámite,53
163,7,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,680000,no indicado,0
400,5,6,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1795000,en trámite,0
400,5,6,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1795000,en trámite,0
102,3,1,1,HouseType 2: Casa o chalet,0,0,0,0,0,no descrito,890000,en trámite,0
79,2,1,-1,HouseType 1: Pisos,1,1930,1,1,0,no descrito,260000,en trámite,94
425,3,3,1,HouseType 2: Casa o chalet,0,2017,0,0,1,no descrito,1500000,C,7
262,5,3,2,HouseType 1: Pisos,0,1973,1,1,1,Avenida de la Reina Victoria,960000,en trámite,51
70,3,1,4,HouseType 1: Pisos,0,0,0,1,0,Calle de Sánchez Preciado,159900,no indicado,0
160,4,3,2,HouseType 1: Pisos,0,0,0,1,1,no descrito,449000,D,0
210,6,2,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,945000,G,0
91,3,2,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,349000,D,0
788,6,7,1,HouseType 2: Casa o chalet,0,2001,0,0,1,no descrito,2300000,G,23
58,2,1,2,HouseType 1: Pisos,1,1940,1,0,0,Calle de Martín de los Heros,298500,F,84
200,5,3,1,HouseType 5: Áticos,0,0,1,1,0,no descrito,830000,G,0
260,5,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. Aravaca,690000,B,0
737,6,6,1,HouseType 2: Casa o chalet,0,1994,0,0,1,no descrito,2475000,en trámite,30
116,3,2,6,HouseType 5: Áticos,0,0,1,1,0,no descrito,575000,no indicado,0
300,5,4,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. Aravaca,998000,E,0
463,4,5,1,HouseType 2: Casa o chalet,0,2020,0,0,1,no descrito,1395000,C,4
64,3,1,1,HouseType 1: Pisos,0,0,1,0,0,Calle de Aguilar de Campóo,174000,G,0
598,6,7,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. Aravaca,2200000,C,0
920,9,7,1,HouseType 2: Casa o chalet,0,1980,0,0,1,"Calle Zenit, 18",1950000,no indicado,44
83,2,1,3,HouseType 1: Pisos,0,0,0,1,1,Paseo de la Maestra María Sánchez Árbos,247000,no indicado,0
50,1,1,1,HouseType 1: Pisos,0,0,1,0,0,Calle de Juan Álvarez Mendizábal,199900,no indicado,0
71,3,2,3,HouseType 1: Pisos,1,1880,0,0,0,Calle de Juan Álvarez Mendizábal,265000,no indicado,144
233,4,4,1,HouseType 1: Pisos,0,1998,1,1,1,"Calle del Níscalo, 5",940000,D,26
387,8,7,1,HouseType 2: Casa o chalet,1,0,0,0,1,Calle Ochandiano,599000,E,0
58,3,1,4,HouseType 1: Pisos,1,0,1,1,0,Calle de la Ribera del Manzanares,215000,G,0
860,6,6,1,HouseType 2: Casa o chalet,0,2006,0,0,1,Calle Horche,2404000,en trámite,18
92,2,2,2,HouseType 1: Pisos,0,0,1,1,0,Calle de San Restituto,363500,no indicado,0
330,5,6,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,885000,no indicado,0
150,4,3,0,HouseType 1: Pisos,0,0,1,1,1,no descrito,840000,no indicado,0
640,9,7,1,HouseType 2: Casa o chalet,0,0,0,0,1,Urb. CAMARINES,2500000,no indicado,0
140,3,2,0,HouseType 1: Pisos,0,0,1,1,1,no descrito,625000,no indicado,0
265,4,5,0,HouseType 1: Pisos,0,0,1,1,1,"Calle Madrigal, 16",1700000,B,0
114,3,2,2,HouseType 1: Pisos,0,1965,0,1,0,Calle Felipe Moratilla,370000,en trámite,59
90,3,1,3,HouseType 1: Pisos,1,0,1,1,0,"Paseo de la Florida, 45",365000,en trámite,0
320,5,4,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,920000,en trámite,0
280,5,3,7,HouseType 1: Pisos,1,1980,1,1,1,Paseo del Pintor Rosales,1890000,en trámite,44
800,6,7,1,HouseType 2: Casa o chalet,0,2005,0,0,1,Urb. Puerta de Hierro,2500000,en trámite,19
85,3,1,1,HouseType 1: Pisos,0,1961,0,1,0,Calle de Santa Pola,250000,en trámite,63
116,3,2,6,HouseType 1: Pisos,1,1930,1,1,0,no descrito,575000,en trámite,94
317,5,5,3,HouseType 1: Pisos,0,1940,1,1,0,Calle de Ferraz,1900000,C,84
70,3,1,2,HouseType 1: Pisos,0,0,1,0,0,"Avenida Valladolid, 9",248000,en trámite,0
200,4,2,2,HouseType 1: Pisos,1,0,1,1,1,Calle del Marqués de Urquijo,890000,en trámite,0
70,3,1,2,HouseType 1: Pisos,0,0,1,0,0,"Avenida Valladolid, 9",248000,en trámite,0
54,1,1,1,HouseType 1: Pisos,0,0,1,1,1,no descrito,350000,en trámite,0
350,7,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,1224000,no indicado,0
300,4,4,1,HouseType 2: Casa o chalet,0,2011,0,0,1,no descrito,1600000,A,13
210,4,3,2,HouseType 1: Pisos,1,0,1,1,0,Calle de Ferraz,990000,no indicado,0
80,1,1,4,HouseType 1: Pisos,0,0,1,1,1,no descrito,365000,no indicado,0
375,6,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,885000,en trámite,0
300,5,5,1,HouseType 2: Casa o chalet,0,1991,0,0,1,no descrito,850000,en trámite,33
509,3,4,1,HouseType 2: Casa o chalet,0,2002,0,0,1,no descrito,1650000,E,22
430,6,5,1,HouseType 2: Casa o chalet,0,0,0,0,1,no descrito,975000,en trámite,0
212,4,4,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,1100000,D,0
221,4,3,2,HouseType 5: Áticos,0,2009,1,1,0,no descrito,920000,E,15
116,3,2,6,HouseType 5: Áticos,1,1930,1,1,0,"Calle Juan Álvarez Mendizábal, Madrid",575000,G,94
