sq_mt_built,n_rooms,n_bathrooms,floor,house_type_id,is_renewal_needed,built_year,has_lift,is_exterior,has_parking,raw_address,buy_price,energy_certificate,age
130,2,3,3,HouseType 1: Pisos,0,0,1,1,0,"Calle de Augusto Figueroa, 39",980000,en trámite,0
55,1,1,1,HouseType 1: Pisos,0,1900,0,0,0,no descrito,219500,G,124
65,2,1,0,HouseType 1: Pisos,0,1901,1,1,0,"Calle Bernardo López Garcia, 1 Bis",322000,E,123
77,2,1,-1,HouseType 1: Pisos,0,1940,1,1,0,"beatriz galindo, 4",270000,en trámite,84
179,5,5,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,999000,D,124
82,2,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Divino Pastor, Madrid",520000,en trámite,0
68,1,1,3,HouseType 1: Pisos,0,1900,1,1,0,no descrito,495000,B,124
112,2,3,7,HouseType 5: Áticos,0,0,1,0,0,"Calle de Sagasta, Madrid",860000,en trámite,0
68,1,1,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Pozas, Madrid",495000,en trámite,0
54,2,1,4,HouseType 5: Áticos,0,1900,0,0,0,Calle del Sombrerete,280000,en trámite,124
55,2,1,0,HouseType 1: Pisos,0,1950,1,0,0,Calle del Sombrerete,199900,D,74
51,2,1,1,HouseType 1: Pisos,0,0,1,0,0,Calle de Isabel la Católica,282135,no indicado,0
40,1,1,3,HouseType 1: Pisos,0,1905,1,1,0,Travesía de los Cabestreros,219999,C,119
128,3,2,1,HouseType 1: Pisos,0,1900,1,1,0,"Plaza del Ángel, 3",440000,en trámite,124
57,2,1,2,HouseType 1: Pisos,0,0,0,1,0,Calle del Amparo,285000,en trámite,0
71,2,2,4,HouseType 4: Dúplex,0,1900,1,1,0,"Calle de Fúcar, 20",370000,B,124
53,1,1,1,HouseType 1: Pisos,0,1880,0,1,0,MADRID,290000,en trámite,144
43,1,1,1,HouseType 1: Pisos,0,1880,0,0,0,Calle de Barbieri,236000,en trámite,144
171,4,2,2,HouseType 1: Pisos,1,0,1,1,1,"Plaza de Tirso de Molina, 13",650000,en trámite,0
118,2,3,2,HouseType 1: Pisos,1,1890,1,1,0,no descrito,900000,en trámite,134
207,3,3,1,HouseType 1: Pisos,0,2019,1,1,1,no descrito,1950000,en trámite,5
894,5,5,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,4500000,en trámite,0
440,4,4,2,HouseType 1: Pisos,0,0,1,1,0,no descrito,2350000,en trámite,0
144,5,5,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,705000,A,124
35,1,1,0,HouseType 1: Pisos,0,0,0,1,0,"Calle de San Ildefonso, 24",215000,en trámite,0
57,2,1,5,HouseType 1: Pisos,0,1911,1,1,0,"Calle de Toledo, 60",365000,no indicado,113
78,1,1,3,HouseType 1: Pisos,0,1900,1,1,0,no descrito,485000,D,124
100,2,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Cedaceros, 3",920000,no indicado,0
100,2,2,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Cedaceros, 3",890000,no indicado,0
108,2,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Cedaceros, 3",850000,no indicado,0
79,2,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Cedaceros, 3",820000,no indicado,0
122,2,2,5,HouseType 4: Dúplex,0,1900,1,1,0,no descrito,900000,en trámite,124
138,3,2,5,HouseType 4: Dúplex,0,1900,1,1,0,no descrito,1400000,en trámite,124
79,1,1,1,HouseType 1: Pisos,0,1971,1,1,0,"Calle del Marqués de la Ensenada, 16",795000,E,53
396,3,3,1,HouseType 4: Dúplex,0,1910,1,1,0,no descrito,1750000,en trámite,114
316,3,4,3,HouseType 1: Pisos,1,1988,1,1,1,no descrito,1975000,en trámite,36
396,3,3,1,HouseType 1: Pisos,0,1913,0,1,0,no descrito,1750000,en trámite,111
158,0,0,3,HouseType 1: Pisos,1,0,1,1,0,Calle de la Amnistia,765000,en trámite,0
260,4,4,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,2300000,en trámite,0
105,2,2,2,HouseType 1: Pisos,0,0,0,1,0,San Andres,470000,en trámite,0
71,2,1,1,HouseType 1: Pisos,1,0,1,1,0,Calle de la Princesa s/n,530000,en trámite,0
220,2,2,3,HouseType 1: Pisos,1,1910,1,1,0,Calle del Conde de Xiquena,1600000,en trámite,114
150,4,2,3,HouseType 1: Pisos,1,0,1,1,0,Calle de san justo,720000,en trámite,0
35,1,1,3,HouseType 1: Pisos,0,0,1,0,0,Calle Valencia,134900,en trámite,0
175,3,3,4,HouseType 1: Pisos,0,0,1,1,1,Calle CONDE DE ROMANONES,698000,en trámite,0
100,4,2,2,HouseType 1: Pisos,1,1900,1,0,0,no descrito,335000,en trámite,124
62,1,1,1,HouseType 1: Pisos,0,2006,1,0,0,"Calle de Hortaleza, 61",360000,en trámite,18
63,1,1,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,340000,en trámite,0
50,1,1,3,HouseType 1: Pisos,0,0,1,1,0,"Plaza de los Carros, 3",307000,en trámite,0
77,2,2,2,HouseType 1: Pisos,0,0,1,0,0,caballero de gracia,375000,en trámite,0
100,1,1,0,HouseType 1: Pisos,0,1924,1,1,0,no descrito,295000,C,100
100,4,1,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,380000,B,0
47,1,1,0,HouseType 1: Pisos,1,0,1,0,0,no descrito,150000,en trámite,0
54,1,1,4,HouseType 1: Pisos,0,1900,0,1,0,"Calle de la Palma, 21",219000,en trámite,124
82,2,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,520000,en trámite,0
80,2,1,1,HouseType 1: Pisos,0,0,1,1,0,Calle Concepción Arenal,395000,en trámite,0
104,3,1,2,HouseType 1: Pisos,0,1800,0,1,0,cava alta s/n,530000,en trámite,224
37,1,1,0,HouseType 1: Pisos,1,1900,0,1,0,"Calle Pozas, 12",155000,en trámite,124
44,1,1,4,HouseType 1: Pisos,0,0,1,1,0,"manzana, 15",207000,en trámite,0
75,2,1,2,HouseType 1: Pisos,0,0,0,1,0,"Calle del Molino de Viento, 5",360000,en trámite,0
162,2,2,4,HouseType 1: Pisos,0,1900,1,1,0,no descrito,800000,D,124
206,3,2,1,HouseType 1: Pisos,0,1900,0,1,0,no descrito,920000,en trámite,124
190,3,3,3,HouseType 1: Pisos,0,1900,1,1,0,no descrito,925000,B,124
119,2,2,2,HouseType 1: Pisos,0,1900,1,0,0,no descrito,635000,A,124
98,2,2,2,HouseType 1: Pisos,0,2019,1,0,0,no descrito,721000,no indicado,5
149,3,2,1,HouseType 1: Pisos,0,1890,0,1,0,Moratin,550000,en trámite,134
557,5,5,2,HouseType 1: Pisos,0,1898,1,0,1,no descrito,4000000,en trámite,126
87,1,1,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,650000,no indicado,0
224,2,3,1,HouseType 5: Áticos,0,0,1,1,0,no descrito,1595000,no indicado,0
310,3,4,3,HouseType 1: Pisos,0,2016,1,1,1,no descrito,2750000,en trámite,8
135,5,5,2,HouseType 1: Pisos,0,1950,1,0,0,no descrito,950000,en trámite,74
249,4,4,5,HouseType 1: Pisos,0,1920,1,0,1,no descrito,2445000,no indicado,104
150,4,2,1,HouseType 1: Pisos,1,1915,1,1,0,no descrito,650000,en trámite,109
150,3,1,4,HouseType 1: Pisos,1,1860,1,1,0,no descrito,650000,en trámite,164
147,2,2,4,HouseType 1: Pisos,0,1850,1,0,0,no descrito,1150000,no indicado,174
139,3,3,2,HouseType 1: Pisos,0,1890,0,0,0,no descrito,890000,no indicado,134
68,1,1,3,HouseType 1: Pisos,0,1930,1,0,0,no descrito,485000,en trámite,94
440,13,3,4,HouseType 1: Pisos,1,0,1,1,0,"Calle de Sagasta, 30",2600000,en trámite,0
54,1,1,4,HouseType 1: Pisos,0,0,0,0,0,"Calle de Pelayo, 46",285000,en trámite,0
133,2,2,1,HouseType 1: Pisos,0,0,0,1,0,"Calle Farmacia, 7",560000,en trámite,0
71,2,2,0,HouseType 1: Pisos,0,0,0,0,0,"Calle de los Mancebos, 10",330000,E,0
145,4,2,2,HouseType 1: Pisos,0,1905,1,1,0,Calle de Manuela Malasaña,645000,D,119
185,6,3,1,HouseType 1: Pisos,0,0,1,1,0,Calle de Fuencarral,830000,en trámite,0
87,2,2,1,HouseType 1: Pisos,0,0,1,1,0,Calle del Divino Pastor,520000,A,0
53,1,1,2,HouseType 1: Pisos,0,1950,1,1,0,flor baja,279000,en trámite,74
170,3,2,5,HouseType 4: Dúplex,0,0,1,0,0,"Calle de Argensola, 25",1400000,no indicado,0
68,3,1,1,HouseType 1: Pisos,0,1945,0,0,0,"Calle del Amparo, 83",255000,no indicado,79
50,1,1,1,HouseType 1: Pisos,0,0,1,0,0,"Calle de la Huerta del Bayo, 5",270000,no indicado,0
75,2,1,1,HouseType 1: Pisos,1,0,1,0,0,Cava de San Miguel,284000,en trámite,0
186,3,3,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Miguel Moya, 4",950000,en trámite,0
80,2,2,0,HouseType 4: Dúplex,0,1900,0,1,0,Calle Don Felipe,455000,B,124
70,3,1,1,HouseType 1: Pisos,0,0,1,1,1,"Ronda de Segovia, 25",295000,en trámite,0
78,1,1,2,HouseType 1: Pisos,0,1890,0,1,0,"Calle de Santa Polonia, 8",290000,C,134
50,1,1,0,HouseType 1: Pisos,0,0,1,1,0,"Calle de la Palma, 76",227000,en trámite,0
35,2,1,4,HouseType 1: Pisos,0,0,1,0,0,"Calle San Cosme y San Damián, 12",197000,en trámite,0
182,4,3,3,HouseType 1: Pisos,0,0,1,1,0,"Plaza de Tirso de Molina, 13",860000,en trámite,0
130,5,3,1,HouseType 1: Pisos,0,0,1,1,0,"Calle de la Luna, 26",475000,en trámite,0
128,3,2,2,HouseType 1: Pisos,0,0,1,1,0,"Costanilla de los Desamparados, 14",550000,C,0
161,4,3,3,HouseType 1: Pisos,0,0,1,1,0,"Calle del Conde Duque, 1",850000,E,0
63,1,1,4,HouseType 1: Pisos,0,1900,1,1,0,Calle de San Bernardo,178500,en trámite,124
110,4,2,6,HouseType 1: Pisos,0,0,1,1,0,"Calle de Alberto Aguilera, 5",568000,E,0
63,2,1,1,HouseType 1: Pisos,1,0,1,0,0,"Cava de San Miguel, 10",284000,G,0
41,1,1,4,HouseType 5: Áticos,0,0,1,1,0,"Calle Velarde, 3",275000,A,0
240,4,3,5,HouseType 1: Pisos,0,1930,1,1,0,marques de cubas,1690000,en trámite,94
240,4,4,5,HouseType 1: Pisos,0,0,1,1,0,Calle Marqués de Cubas,1690000,en trámite,0
79,1,1,2,HouseType 1: Pisos,0,0,0,1,0,no descrito,425000,C,0
169,4,2,1,HouseType 1: Pisos,1,1890,1,1,0,no descrito,999000,en trámite,134
169,3,2,3,HouseType 1: Pisos,0,1936,1,1,0,no descrito,865000,B,88
43,1,1,4,HouseType 1: Pisos,0,1900,0,0,0,Calle Minas,206000,en trámite,124
159,5,5,2,HouseType 1: Pisos,0,1934,1,1,0,no descrito,940000,en trámite,90
41,1,1,1,HouseType 1: Pisos,0,1945,1,0,0,no descrito,255000,en trámite,79
43,1,1,4,HouseType 1: Pisos,0,1900,0,0,0,Calle Minas,206000,en trámite,124
147,5,1,1,HouseType 1: Pisos,1,1900,1,1,0,no descrito,560000,en trámite,124
75,1,1,4,HouseType 1: Pisos,0,0,0,0,0,no descrito,380000,no indicado,0
30,1,1,0,HouseType 1: Pisos,0,0,0,0,0,Calle Jesús y María,140000,en trámite,0
56,1,1,6,HouseType 1: Pisos,0,1977,1,0,0,Plaza de españa,385000,G,47
34,1,1,4,HouseType 1: Pisos,0,0,0,0,0,"Calle Provisiones, 8",175000,G,0
70,2,2,0,HouseType 1: Pisos,0,1940,1,1,0,no descrito,515000,en trámite,84
41,1,1,1,HouseType 1: Pisos,1,0,1,0,0,"Calle Casto Plasencia, 17 -1",185000,en trámite,0
233,3,3,1,HouseType 1: Pisos,0,1910,1,1,0,no descrito,895000,en trámite,114
70,2,2,1,HouseType 1: Pisos,0,1940,1,1,0,Calle Churruca,515000,F,84
67,1,1,2,HouseType 1: Pisos,0,0,1,0,0,"Calle del Príncipe, 16",340000,en trámite,0
40,1,1,5,HouseType 1: Pisos,0,0,1,0,0,"Calle Toledo, 87",335000,no indicado,0
56,1,1,3,HouseType 1: Pisos,0,0,1,0,0,"Calle Toledo, 87",350000,no indicado,0
50,1,1,3,HouseType 1: Pisos,0,0,1,0,0,"Calle Toledo, 87",335000,no indicado,0
135,2,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Toledo, 87",685000,no indicado,0
135,2,1,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Toledo, 87",829000,no indicado,0
63,1,1,3,HouseType 1: Pisos,0,0,1,0,0,"Calle Toledo, 87",385000,no indicado,0
166,2,1,5,HouseType 1: Pisos,0,0,1,1,0,"Calle Toledo, 87",869000,no indicado,0
166,2,2,1,HouseType 1: Pisos,0,0,0,0,1,no descrito,850000,E,0
386,4,3,1,HouseType 5: Áticos,0,0,1,0,1,no descrito,3650000,en trámite,0
85,3,2,1,HouseType 1: Pisos,0,2020,1,1,0,Calle de Argumosa,500085,en trámite,4
57,2,1,3,HouseType 1: Pisos,1,1890,0,1,0,"Argumosa, 8",299000,D,134
71,2,2,4,HouseType 5: Áticos,0,1900,1,1,0,"Calle de Fúcar, 20",370000,B,124
76,2,1,0,HouseType 1: Pisos,0,1910,0,1,0,Calle de la Torrecilla del Leal,219900,en trámite,114
170,4,2,2,HouseType 1: Pisos,1,1890,0,1,0,Calle del Pez s/n,570000,en trámite,134
126,3,2,1,HouseType 1: Pisos,0,0,1,0,0,Cuesta de Santo Domingo,550000,en trámite,0
70,2,2,1,HouseType 1: Pisos,0,1940,1,1,0,no descrito,515000,F,84
75,2,2,4,HouseType 4: Dúplex,0,0,1,1,0,Calle de Mira el Sol,349900,en trámite,0
110,3,2,5,HouseType 1: Pisos,0,1950,1,1,0,"Calle de Valencia, 28",539000,C,74
90,2,2,5,HouseType 1: Pisos,0,1996,1,1,0,"Gran Vía de San Francisco, 9",555000,no indicado,28
316,4,4,3,HouseType 1: Pisos,1,0,1,1,0,Paseo de Recoletos,2800000,en trámite,0
64,1,1,2,HouseType 1: Pisos,0,1980,1,1,0,"Calle de Moratín, 4",295000,E,44
110,3,2,1,HouseType 1: Pisos,0,0,0,1,0,"Calle del Gobernador, 11",479000,E,0
360,6,5,5,HouseType 1: Pisos,0,1959,1,1,1,Bailen,2150000,E,65
68,2,1,5,HouseType 5: Áticos,1,1882,1,0,0,Luis de Góngora,380000,F,142
370,7,4,4,HouseType 1: Pisos,1,0,1,1,0,Calle de las Huertas,1450000,en trámite,0
262,3,4,1,HouseType 1: Pisos,0,1900,1,1,0,Calle del Barquillo,1389000,en trámite,124
174,2,2,1,HouseType 1: Pisos,0,1900,1,0,0,Calle del Olivar,570000,en trámite,124
261,3,2,4,HouseType 1: Pisos,0,1890,1,1,0,Calle de Atocha,1150000,D,134
100,2,2,1,HouseType 1: Pisos,0,1900,0,1,0,primavera,457000,en trámite,124
77,1,1,-1,HouseType 1: Pisos,0,1887,1,1,0,"Calle Don Felipe, 11",189900,en trámite,137
100,1,2,3,HouseType 1: Pisos,0,1913,1,1,1,Calle de Fuencarral,700000,en trámite,111
83,3,1,1,HouseType 1: Pisos,1,1975,1,1,0,Calle del Sombrerete,280000,en trámite,49
288,3,4,3,HouseType 1: Pisos,0,1900,1,1,0,Calle del Almirante,2100000,E,124
177,4,1,0,HouseType 1: Pisos,0,1989,1,1,0,Noblejas,440000,en trámite,35
73,1,2,4,HouseType 1: Pisos,0,1924,1,1,0,Calle de Don Pedro,380000,C,100
138,3,2,5,HouseType 5: Áticos,0,1900,1,1,0,"Calle de las Infantas, Madrid",1400000,B,124
132,4,2,3,HouseType 1: Pisos,0,1900,1,1,0,"Calle Velarde, Madrid",615000,en trámite,124
47,1,1,5,HouseType 5: Áticos,0,1992,1,1,1,Calle de Valverde,319000,en trámite,32
95,3,1,3,HouseType 1: Pisos,0,0,1,1,1,no descrito,419900,en trámite,0
102,4,1,3,HouseType 1: Pisos,1,1954,1,1,0,Calle de la Escuadra,360000,en trámite,70
153,6,1,0,HouseType 1: Pisos,1,1890,1,1,0,Costanilla de Santiago s/n,569900,en trámite,134
215,2,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,1290000,G,0
179,3,2,1,HouseType 1: Pisos,1,1909,1,1,0,no descrito,1000000,en trámite,115
94,2,2,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,525000,en trámite,124
179,5,5,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,1080000,A,0
107,3,2,1,HouseType 1: Pisos,0,2020,1,1,0,"Calle de Argumosa, 10",481050,C,4
116,3,2,1,HouseType 1: Pisos,0,1890,0,1,0,Calle de Santa Ana,365000,en trámite,134
77,3,1,2,HouseType 1: Pisos,1,0,1,0,1,Doctor Fourquet,315000,en trámite,0
130,2,2,4,HouseType 5: Áticos,0,0,1,1,0,Calle Infantas,600000,en trámite,0
255,5,5,1,HouseType 1: Pisos,0,0,1,1,0,Calle del Sacramento,1650000,en trámite,0
117,3,2,2,HouseType 1: Pisos,0,1950,1,1,0,Calle de Toledo,499000,en trámite,74
146,6,2,2,HouseType 1: Pisos,1,1880,1,1,0,SANCHEZ BUSTILLO,798000,en trámite,144
87,2,2,1,HouseType 1: Pisos,0,1900,1,1,0,Calle del Divino Pastor,520000,D,124
65,2,2,1,HouseType 1: Pisos,0,1975,1,1,0,Calle del Sombrerete,280000,en trámite,49
281,6,4,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de la Colegiata, Madrid",1445000,en trámite,0
87,2,1,1,HouseType 1: Pisos,0,1980,1,0,0,no descrito,339990,no indicado,44
83,3,1,3,HouseType 1: Pisos,1,1900,1,0,0,no descrito,295000,no indicado,124
94,2,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,540000,en trámite,0
216,6,2,2,HouseType 1: Pisos,1,0,1,0,0,no descrito,949000,en trámite,0
137,3,2,1,HouseType 1: Pisos,0,1977,0,1,0,"Calle del Humilladero, 15",555000,en trámite,47
159,5,5,2,HouseType 1: Pisos,0,0,1,1,0,no descrito,940000,en trámite,0
99,2,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,625000,en trámite,0
96,3,1,1,HouseType 1: Pisos,0,0,1,1,0,"Plaza de la Morería, 2",379000,en trámite,0
78,1,1,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,495000,en trámite,0
126,2,2,5,HouseType 1: Pisos,0,0,1,1,0,"Calle Fuencarral , 77",865000,no indicado,0
540,6,6,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,3500000,en trámite,0
210,3,3,4,HouseType 1: Pisos,0,0,1,1,0,no descrito,3000000,en trámite,0
120,2,1,3,HouseType 1: Pisos,0,0,0,1,0,no descrito,480000,en trámite,0
112,2,3,7,HouseType 1: Pisos,0,1920,1,1,0,no descrito,860000,en trámite,104
85,2,2,3,HouseType 1: Pisos,1,0,1,1,0,no descrito,560000,en trámite,0
100,1,1,2,HouseType 1: Pisos,0,0,1,1,0,no descrito,975000,en trámite,0
94,3,1,1,HouseType 1: Pisos,0,0,0,1,0,Ronda de Atocha,335000,en trámite,0
110,2,2,2,HouseType 1: Pisos,0,2019,1,1,1,"Atocha, 21",650000,inmueble exento,5
50,1,1,1,HouseType 1: Pisos,0,1880,0,0,0,BARBIERI,275000,en trámite,144
159,5,5,2,HouseType 1: Pisos,0,1934,1,0,0,Calle de Tudescos,940000,en trámite,90
77,3,1,3,HouseType 1: Pisos,1,0,1,1,0,Ronda de Atocha,450000,D,0
93,2,1,3,HouseType 1: Pisos,0,0,1,1,0,Calle Jesús del Valle,465000,D,0
44,2,2,1,HouseType 1: Pisos,0,0,0,0,0,de la esperanza,215000,en trámite,0
204,4,2,4,HouseType 1: Pisos,1,0,1,1,0,Calle de Augusto Figueroa,1120000,en trámite,0
87,2,2,1,HouseType 1: Pisos,0,1900,1,1,0,Calle del Divino Pastor,520000,E,124
159,5,5,2,HouseType 1: Pisos,0,0,1,1,0,"Calle de Tudescos, 28004",940000,en trámite,0
87,2,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Divino Pastor, 28004",520000,E,0
81,2,1,4,HouseType 1: Pisos,1,0,0,0,0,Calle de Moratín,399000,no indicado,0
154,5,5,1,HouseType 1: Pisos,0,0,1,1,0,hortaleza,999000,en trámite,0
68,1,1,3,HouseType 1: Pisos,0,0,1,1,0,Calle Pozas,495000,en trámite,0
102,2,2,3,HouseType 1: Pisos,0,2002,1,1,0,Calle del Amparo,449000,E,22
94,2,2,1,HouseType 1: Pisos,0,0,1,1,0,corredera alta de san pablo,540000,en trámite,0
78,3,1,1,HouseType 1: Pisos,0,1900,1,0,0,Calle Bailén,399000,en trámite,124
89,3,1,1,HouseType 1: Pisos,0,0,0,1,0,"Calle Jesús del Valle, 5",350000,no indicado,0
55,3,1,1,HouseType 1: Pisos,1,0,0,0,0,Calle del Amparo,180000,en trámite,0
90,3,1,3,HouseType 1: Pisos,0,0,1,1,0,Calle de Carlos Arniches,350000,D,0
158,5,3,1,HouseType 1: Pisos,0,0,1,1,0,Calle de los Estudios,625000,D,0
160,4,2,3,HouseType 1: Pisos,1,0,1,1,0,Calle de San Millán,625000,no indicado,0
94,2,2,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,525000,A,124
121,2,2,4,HouseType 1: Pisos,0,1900,1,0,0,Calle del Arenal,700000,en trámite,124
94,2,2,1,HouseType 1: Pisos,0,1900,0,0,0,no descrito,540000,en trámite,124
129,6,6,1,HouseType 1: Pisos,0,1930,1,0,0,no descrito,1100000,en trámite,94
30,1,1,0,HouseType 1: Pisos,0,0,0,0,0,Calle de Jesús y María,140000,en trámite,0
129,6,6,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,1100000,F,124
28,1,1,0,HouseType 1: Pisos,0,1900,1,0,0,no descrito,214000,F,124
76,2,1,0,HouseType 1: Pisos,1,1900,0,1,0,Calle del Calvario,262000,en trámite,124
62,2,2,0,HouseType 1: Pisos,0,1920,1,1,0,Jesus y Maria,153000,en trámite,104
240,4,5,5,HouseType 1: Pisos,0,0,1,1,0,no descrito,1690000,en trámite,0
118,2,2,4,HouseType 5: Áticos,0,2012,1,1,0,Via Gran s/n,890000,A,12
85,2,1,0,HouseType 1: Pisos,0,1900,0,1,0,Calle de San Hermenegildo,269000,en trámite,124
45,1,1,0,HouseType 1: Pisos,0,0,1,0,0,Calle del Doctor Fourquet,205000,en trámite,0
228,4,4,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de Zorrilla, 29",1950000,en trámite,0
50,1,1,2,HouseType 1: Pisos,0,1983,1,1,0,no descrito,450000,en trámite,41
92,2,2,8,HouseType 4: Dúplex,0,1984,1,1,0,Paseo del Prado,729000,D,40
82,2,2,1,HouseType 1: Pisos,0,0,1,1,0,Calle Divino Pastor,520000,en trámite,0
105,3,2,3,HouseType 1: Pisos,0,1900,0,1,0,"Calle de la Palma, 63",590000,en trámite,124
119,3,2,3,HouseType 1: Pisos,1,1888,1,1,0,Calle de Fúcar,568000,no indicado,136
150,5,2,3,HouseType 1: Pisos,0,0,1,1,0,Calle de Fuencarral,680000,E,0
51,1,1,4,HouseType 1: Pisos,0,0,1,0,0,"Belen, 6",430000,E,0
48,1,1,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Tirso de Molina, 18",335000,en trámite,0
372,7,4,4,HouseType 1: Pisos,1,1952,1,1,0,no descrito,1450000,en trámite,72
261,4,2,4,HouseType 1: Pisos,0,1890,1,1,0,Calle de Atocha,1150000,en trámite,134
42,1,1,1,HouseType 1: Pisos,0,0,0,0,0,"Calle Ángel, Madrid, 8",248000,en trámite,0
78,1,1,2,HouseType 1: Pisos,0,0,1,1,1,"Calle de Víctor Hugo, Madrid",600000,F,0
185,3,2,1,HouseType 1: Pisos,0,0,1,1,0,Calle de Echegaray,850000,F,0
50,1,1,0,HouseType 1: Pisos,0,0,1,1,0,no descrito,178000,en trámite,0
59,2,1,4,HouseType 1: Pisos,0,1940,1,0,0,Plaza de San Miguel,316000,G,84
55,1,1,1,HouseType 1: Pisos,0,1900,0,1,0,Buenavista,240000,F,124
193,3,2,2,HouseType 1: Pisos,0,0,1,1,0,De la salud,880000,en trámite,0
55,1,1,5,HouseType 1: Pisos,0,0,1,0,0,Corredera Baja de San Pablo,299000,en trámite,0
156,3,2,2,HouseType 1: Pisos,0,1900,1,1,0,Calle Apodaca,870000,C,124
70,2,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,515000,en trámite,0
80,2,1,1,HouseType 1: Pisos,0,0,1,1,1,Calle de las Hileras,450000,en trámite,0
117,4,1,2,HouseType 1: Pisos,0,1900,1,1,0,Calle Don Felipe,539000,en trámite,124
179,2,3,0,HouseType 4: Dúplex,0,1900,1,1,0,Calle de las Huertas,750000,C,124
120,2,2,1,HouseType 1: Pisos,0,1900,1,0,0,Calle del prado,635000,E,124
172,3,2,4,HouseType 1: Pisos,0,1910,1,1,0,Calle del Conde de Xiquena,1275000,en trámite,114
307,9,3,0,HouseType 1: Pisos,1,1900,1,1,0,Plaza de la Marina Española,1200000,en trámite,124
162,3,3,4,HouseType 5: Áticos,0,1870,1,1,0,no descrito,1900000,en trámite,154
159,5,5,2,HouseType 1: Pisos,0,1934,1,1,0,no descrito,940000,F,90
82,2,2,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,520000,B,124
126,2,2,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Carrranza, 15",968198,no indicado,0
133,2,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Carrranza, 15",1075197,no indicado,0
133,2,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Carrranza, 15",915906,no indicado,0
126,2,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Carrranza, 15",867606,no indicado,0
87,2,2,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,520000,en trámite,124
184,5,5,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,999000,en trámite,124
87,2,2,1,HouseType 1: Pisos,0,1900,1,1,0,no descrito,520000,en trámite,124
210,3,3,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,1790000,en trámite,0
81,2,1,5,HouseType 1: Pisos,0,1910,1,1,0,Calle de los Mártires de Alcalá,360000,en trámite,114
220,3,2,1,HouseType 1: Pisos,0,0,1,1,0,Calle de Lope de Vega,920000,en trámite,0
93,2,1,3,HouseType 1: Pisos,0,0,1,1,0,"Calle Jesús del Valle, 31",465000,D,0
129,4,3,5,HouseType 1: Pisos,0,1968,1,1,1,Calle de Toledo,530000,en trámite,56
83,2,1,2,HouseType 1: Pisos,0,1910,0,1,0,"MALLORCA, 9",349000,E,114
87,3,2,0,HouseType 1: Pisos,0,1980,1,1,0,"HUERTA DEL BAYO, 7",275000,E,44
69,2,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle de Santa Brígida, 2",375000,en trámite,0
240,3,2,3,HouseType 1: Pisos,1,0,1,1,0,"Calle de Fuencarral, 70",970000,en trámite,0
285,5,4,5,HouseType 1: Pisos,1,1970,1,1,1,Plaza de Ramales s/n,1280000,E,54
154,4,2,2,HouseType 1: Pisos,0,1920,1,1,0,"Cava de San Miguel, Madrid, 6",900000,D,104
87,1,1,0,HouseType 1: Pisos,0,0,1,0,0,Calle de Ruiz,299000,en trámite,0
81,2,2,1,HouseType 1: Pisos,0,0,1,1,0,Corredera Alta de San Pablo,540000,en trámite,0
70,1,1,2,HouseType 1: Pisos,0,0,1,0,0,Calle Toledo,312000,en trámite,0
